"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@CarlsGM","Autogolpe","El Presi Sagasti anuncia el cambio de comandante general de la policía del Perú. Que tal forma de empezar su #MensajeALaNación.","0","0","0","1606183391000","24 Nov 2020","CarlsGM/status/1331055734830850049","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@Yoleandope","𝙔𝙤𝙡𝙚𝙖𝙣𝙙𝙤 🇵🇪","#MensajeALaNación #Sagasti Esperando el poema de Sagasti. https://t.co/9iyVgx2tnp","0","2","3","1606182400000","24 Nov 2020","Yoleandope/status/1331051579181576194","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | Sagasti"
"@FarandWidecom","Far & Wide","Yes, that’s right. Every single country.","116","159","860","1580966238000","06 Feb 2020","FarandWidecom/status/1225287330162003968","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query",""
"@sheen_pedro","Pedro Sheen","Ya las entidades correspondientes están realizando las investigaciones de los hechos sucitados, se escuchó mejor modernizar que reformar. En una modernización hay cambios a veces desde la raíz #MensajeALaNacion","0","0","0","1606184214000","24 Nov 2020","sheen_pedro/status/1331059187875516419","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@dacier_","Dacier #NuncaLosOlvidaremos14N","Ahora renuncia xd #MensajeALaNacion","0","0","0","1606183022000","24 Nov 2020","dacier_/status/1331054184892928000","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@yuli8hg","Giuliana🍒","Sagasti da un mensaje a la nación cuando tengas las acciones claras para hacer justicia frente a los hechos. Sabemos que estás en ""modo conciliador"" pero no te cuesta nada decir bien alto que la policía COMETIÓ CRÍMENES y que desapruebas por completo su accionar #MensajeALaNacion","0","2","8","1606184045000","24 Nov 2020","yuli8hg/status/1331058477347844096","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@shishapinto","Shisha","Sagasti arrancó al toque sin tantas vueltas #MensajeALaNación","0","0","0","1606183379000","24 Nov 2020","shishapinto/status/1331055684994158593","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@mangcer","Manolito","#MensajeALaNación ¿En 7 meses van a expandir el acceso a Internet? No dijo anoche con @MavilaHuertasC k habían 3 PRIORIDADES, ya va en la 4ª.","0","0","0","1605652701000","17 Nov 2020","mangcer/status/1328829859657904129","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@28_robles7","Brandón 😎","La Sociedad Civil sigue en pie de lucha, mientras tanto @MerinoDeLama y de su #MensajeALaNacion ni luces... 🤦‍♂️🤬 #RenunciaMerino #MerinoDictador #CarolinaLizarragaNo 🐍 https://t.co/tQicnH8LJF","0","0","1","1605459986000","15 Nov 2020","28_robles7/status/1328021554404405248","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | RenunciaMerino | MerinoDictador | CarolinaLizarragaNo"
"@ideeleradio","Ideeleradio","#GlatzerTuesta: El presidente #FranciscoSagasti dio un #MensajeALaNación e hizo pública su decisión de cambiar al comandante general de la #PolicíaNacional. Estamos en un nuevo momento en la Policía. #Facebook 📲➡ https://t.co/RPxfo5FYiT #YouTube 🎞➡ https://t.co/fbqk3tIyhB https://t.co/ic7pHUTtA0","1","2","9","1606220488000","24 Nov 2020","ideeleradio/status/1331211331765215233","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","GlatzerTuesta | FranciscoSagasti | MensajeALaNación | PolicíaNacional | Facebook | YouTube"
"@ThaliaMiranda_","Thalia Miranda","La cita era a las 04:00 p.m. O no? #Congreso #MensajeALaNacion #Sagasti","0","0","0","1605647891000","17 Nov 2020","ThaliaMiranda_/status/1328809683348561931","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Congreso | MensajeALaNacion | Sagasti"
"@marthabpb","Martha Beatrix 🔭📡🚀🛰️🛸","blablabla lamentamos q este año no haya habido inversión pública, lo q genera una cantidad importante de coimas (obras) blablabla #Vizcarra #mensajealaNación","0","0","0","1604513501000","04 Nov 2020","marthabpb/status/1324051707366674433","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Vizcarra | mensajealaNación"
"@amarganutella","amarga nutella","""Yo no soy un político de casualidad, se que algunos piden mi renuncia y se que no puede haber un vacío de poder"" @MerinoDeLama #mensajealanacion","0","0","0","1605460648000","15 Nov 2020","amarganutella/status/1328024330211651590","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@TercerOjo_Media","Tercer Ojo","#MensajeALaNación Durante su mensaje, Francisco Sagasti también habló de la instalación de una comisión de bases, liderada por el Ministro del Interior, que recomendará acciones para modernizar la PNP en defensa de los derechos ciudadanos.","1","1","7","1606183817000","24 Nov 2020","TercerOjo_Media/status/1331057521826652162","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@Tjraywoody","TJ Ray Woody","""No voy a tomar ninguna acción legal contra la decisión del Congreso, a pesar de que hay sugerencias"" - Martín Vizcarra. #MensajeALaNacion #DesobedienciaCivil #MerinoJamasSeraMiPresidente","0","0","1","1604975490000","10 Nov 2020","Tjraywoody/status/1325989430197325831","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | DesobedienciaCivil | MerinoJamasSeraMiPresidente"
"@Pajamentall","Pajita","Bolognesi y Grau! #MensajeALaNacion https://t.co/Qx6howaoXl","5","2","73","1606183417000","24 Nov 2020","Pajamentall/status/1331055843551436800","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@blackswnm","𝓜𝓲𝓵𝓪𝓰𝓻𝓸𝓼 𝓩𝓪𝓹𝓪𝓽𝓪 𝓗𝓲𝓷𝓸𝓼𝓽𝓻𝓸𝔃𝓪","DIFUNDIR. LA @PoliciaPeru NOS LA VOLVIÓ A HACER. LO LIBERARON MIENTRAS ESTÁBAMOS DISTRAÍDOS CON EL MENSAJE PRESIDENCIAL. ¡JUSTICIA PARA LUIS FERNANDO ARAUJO! #MensajeAlaNacion #Terna #PoliciasAsesinos #PeruvianLivesMatter https://t.co/7W9K3vKhY2","0","0","0","1605655735000","17 Nov 2020","blackswnm/status/1328842582877728770","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion | Terna | PoliciasAsesinos | PeruvianLivesMatter"
"@nauto_veronica","Verónica Nauto","Gracias al cielo nos quedan los stickers de los simpsons ✨💕 #ReformaPolicial #MensajeALaNacion #Sagasti https://t.co/HaUWz1IgKd","1","0","0","1606187996000","24 Nov 2020","nauto_veronica/status/1331075049621696512","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","ReformaPolicial | MensajeALaNacion | Sagasti"
"@MelGreenPeace","Meli ❀","Alguien más se asustó con el ""he decidido"" seguido de una pausa de #Sagasti ? #Mensajealanación #Presidente #PeruNoticias https://t.co/OHZf9CgQ6l","0","0","4","1606183518000","24 Nov 2020","MelGreenPeace/status/1331056266039468033","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | Mensajealanación | Presidente | PeruNoticias"
"@mangcer","Manolito","#MensajeALaNacion Se mantendrán los equipos sanitarios. ¿Mazzetti seguirá en el cargo? CHAN!","0","0","0","1605023640000","10 Nov 2020","mangcer/status/1326191384299237378","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@orbisa35","Pedro Ortiz Bisso","Gerentes públicos en la policía con apoyo de Servir. #MensajeALaNación","0","1","33","1606183472000","24 Nov 2020","orbisa35/status/1331056075831988224","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@Dharmabell","Carla CLM","Considerando en frío... #PNP #MensajeAlaNacion https://t.co/AnbP0sOx2i","0","0","0","1606201420000","24 Nov 2020","Dharmabell/status/1331131354315157505","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","PNP | MensajeAlaNacion"
"@amarganutella","amarga nutella","#mensajealanacion @MerinoDeLama: yo no busqué ser presidente de la República.","0","0","0","1605460400000","15 Nov 2020","amarganutella/status/1328023289009238019","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@Depecheboy101","Depecheboy","#MensajeAlaNacion ¿Y mi poema?","0","0","6","1606183534000","24 Nov 2020","Depecheboy101/status/1331056332703723523","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@jotaka1977","juancarlos","8: 30 pm: ¿Mensaje presidencial o recital poético?, ¿Reforma o paños tibios? 9: 20 pm: No salió la palabra ""Reforma"" salieron cosas como ""modernizar y fortalecer"" El poema de Vallejo de Sagasti pareciera estar mutando a uno de Leo Zelada. #Sagasti #MensajeAlaNacion","0","0","1","1606184607000","24 Nov 2020","jotaka1977/status/1331060834441850881","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | MensajeAlaNacion"
"@laleype","La Ley","#MensajeALaNación Sigue la transmisión aquí: https://t.co/VQjdD3SjPz","0","0","1","1605460404000","15 Nov 2020","laleype/status/1328023308294615044","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@GaviRau","GRau","Regresó la calma y la tranquilidad, un mensaje que da seguridad 😎 Regresó él #Sagasti #mensajealanacion #Congreso ⁦@tvperupe⁩ https://t.co/FshOf5MLls","0","0","0","1605652926000","17 Nov 2020","GaviRau/status/1328830804219334661","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | mensajealanacion | Congreso"
"@descuajeringado","damián 🇵🇪","El Mario Bros de desagüe y asesino @MerinoDeLama está dando #mensajealanacion","0","0","1","1605460395000","15 Nov 2020","descuajeringado/status/1328023270365519873","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion"
"@p_r1407","Pedro Ruiz","#MensajealaNacion Merino cede a las protestas y a la Junta de Portavoces. Renuncia a la Presidencia de la Republica.","0","1","2","1605460626000","15 Nov 2020","p_r1407/status/1328024237253271552","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajealaNacion"
"@yasu_txtstan","🇵🇪 TxT 4th GEN LEADERS ⁷✜ᴮᴱ","Están viendo las webadas que habla Merino en su #mensajealanacion ??? Que las protestas ya estaban desde antes de la vacancia, por favor. El anciano ya está ceñil. #MerinoAsesino #MerinoDictador #MerinoNoEsMiPresidente","0","0","1","1605460460000","15 Nov 2020","yasu_txtstan/status/1328023542785564678","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","mensajealanacion | MerinoAsesino | MerinoDictador | MerinoNoEsMiPresidente"
"@descuajeringado","damián 🇵🇪","Se anuncia #MensajeALaNacion al medio día por el usurpador y asesino @MerinoDeLama. Lo que queremos los peruanos es que te largues. #Peru #LutoNacional #MerinoAsesino","0","2","5","1605458417000","15 Nov 2020","descuajeringado/status/1328014973117804545","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | Peru | LutoNacional | MerinoAsesino"
"@LenovoLegion","Lenovo Legion","Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.","456","360","5855","1599157608000","03 Sep 2020","LenovoLegion/status/1301587465258577920","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query",""
"@nomediganana","Ana Lu ☀️","Más claridad y firmeza en los mensajes a la nación pls, no puedes quedar bien con todo el mundo. #MensajeAlaNacion","0","0","0","1606186454000","24 Nov 2020","nomediganana/status/1331068582235676673","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@Catalejoazul1","Alejandro","....”Donde se da cuenta de la graciosa aventura de cómo el Quijote contrató a Cervantes”.... @FSagasti @ClaraEOspinaG #Sagasti #Cervantes #MensajeAlaNacion https://t.co/0XkYOPqFHs","0","0","1","1606185873000","24 Nov 2020","Catalejoazul1/status/1331066146385256450","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | Cervantes | MensajeAlaNacion"
"@blackswnm","𝓜𝓲𝓵𝓪𝓰𝓻𝓸𝓼 𝓩𝓪𝓹𝓪𝓽𝓪 𝓗𝓲𝓷𝓸𝓼𝓽𝓻𝓸𝔃𝓪","¡JUSTICIA! #MensajeAlaNacion #PeruvianLivesMatter #URGENTE #Ternas #PoliciasAsesinos https://t.co/IJBOsyea4F","1","0","1","1605655927000","17 Nov 2020","blackswnm/status/1328843390788702208","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion | PeruvianLivesMatter | URGENTE | Ternas | PoliciasAsesinos"
"@MadameTempestad","Pamela 🇵🇪","¿qué Sagasti no hablaba 8 y 30? ¿O era de la mañana? #SagastiPresidente #MensajeALaNacion https://t.co/pD5vBFMMPd","2","0","15","1606182651000","24 Nov 2020","MadameTempestad/status/1331052631297495040","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","SagastiPresidente | MensajeALaNacion"
"@petterllanosv","𝓟𝓮𝓽𝓽𝓮𝓻🎙𝓛𝓵𝓪𝓷𝓸𝓼","#MensajeAlaNacion #FranciscoSagasti Un emotivo #discurso con señas de lo que tiene planeado hacer y con un final poético con mención a #CesarVallejo. Ahora a formar el #gabinete y a trabajar por el #Peru. #Merino y #AnteroFloresAraoz creo que les esperan varios juicios. https://t.co/uFNLvG3CjO","0","0","0","1605654846000","17 Nov 2020","petterllanosv/status/1328838857710735361","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion | FranciscoSagasti | discurso | CesarVallejo | gabinete | Peru | Merino | AnteroFloresAraoz"
"@Chicodelchullo","Jorge Madico","Primer #MensajeALaNación del presidente Sagasti y no tocó el piano :C","0","1","2","1606183718000","24 Nov 2020","Chicodelchullo/status/1331057107756404736","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@Gia_Kat","🍍Gianina Cueva🍍","Merino eres un hipócrita, dices que lo hiciste con respondabilidad y honor???? Que carajossssss!!!! #MensajeALaNacion #MerinoAsesino","0","0","0","1605460434000","15 Nov 2020","Gia_Kat/status/1328023433196806146","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | MerinoAsesino"
"@RuttuRH","Ⓡⓤⓣ","Muy corto el #MensajeALaNación para un pais que esta acostumbrado a los discursos de 3 horas de Vizcarra, con graficos, diapositivas e intervención de los ponentes. ... No empieces flojo Sagasti, te puede pesar, pero vas en algo.","0","0","0","1606184042000","24 Nov 2020","RuttuRH/status/1331058465922555904","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@WillianNocturno","🔱Palisangre","@rominabadoino Debe aprender de @nayibbukele 🇳🇮 Con unos tuit basta, la próxima no te olvides @FSagasti 🇵🇪 #MensajeAlaNacion","0","0","0","1606218107000","24 Nov 2020","WillianNocturno/status/1331201344401776640","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@elantipoda","godforsaken","Ministro del interior ahora en @RPPNoticias ¿chao grupo Terna? Parece que sí. #MensajeALaNacion","0","0","0","1606184327000","24 Nov 2020","elantipoda/status/1331059660867198978","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@enblancoperu","Página en Blanco","#MensajeALaNacion Pdte. Sagasti: ""¡Que viva el Perú!""","0","0","1","1605653271000","17 Nov 2020","enblancoperu/status/1328832248431382529","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@MadameTempestad","Pamela 🇵🇪","Esto también es culpa de Vizcarra 😂😂😂😂😂 #Sagasti #MensajeALaNacion","0","0","7","1606183192000","24 Nov 2020","MadameTempestad/status/1331054899954659330","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | MensajeALaNacion"
"@taniacoldp24","NO A LA INMUNIDAD PARLAMENTARIA","Sistema de protección a las familias de las victimas #MensajeALaNacion","0","0","0","1606183468000","24 Nov 2020","taniacoldp24/status/1331056056752091136","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@TercerOjo_Media","Tercer Ojo","#MensajeALaNación Sagasti ha decidido designar como nuevo Comandante General de la Policía Nacional del Perú al General César Augusto Cervantes","1","2","16","1606183382000","24 Nov 2020","TercerOjo_Media/status/1331055697467990016","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@enblancoperu","Página en Blanco","#MensajeALaNacion Pdte. Sagasti: ""Sin ciencia y tecnología no hay futuro"".","1","0","1","1605652077000","17 Nov 2020","enblancoperu/status/1328827240252051458","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@TercerOjo_Media","Tercer Ojo","#MensajeALaNación El presidente también anunció que mediante SERVIR se dotará a la PNP de gerentes públicos para la gestión de sus sistemas administrativos y presupuestales.","1","3","12","1606183948000","24 Nov 2020","TercerOjo_Media/status/1331058070433173506","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@MaryCarmenlp","LachicadeChicago","Comenzooo Vamos Bolognesi!! Hasta quemar el último cartucho!!! #FranciscoSagastti #MensajeALaNacion #FuerzaPeru #ElPeruPrimero","0","0","0","1606183369000","24 Nov 2020","MaryCarmenlp/status/1331055640433799170","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","FranciscoSagastti | MensajeALaNacion | FuerzaPeru | ElPeruPrimero"
"@CongresoGuate","Congreso Guatemala","La Junta Directiva hizo un llamado a las autoridades para que por medio de la investigación determinen lo ocurrido y deduzcan responsabilidades. 📣 #MensajeALaNacion 🏛️ #NuevoCongreso #IXLegislatura https://t.co/jfxDfk7wEx","79","7","38","1606164884000","23 Nov 2020","CongresoGuate/status/1330978108711837696","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion | NuevoCongreso | IXLegislatura"
"@mico_viejo","M🅾n🅾🐒","Mapa de calor de Sheput como Ministro ... #LutoNacional #JuntadePortavoces #MensajeALaNacion https://t.co/nvg11ll3IS","1","1","5","1605459256000","15 Nov 2020","mico_viejo/status/1328018493472722944","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","LutoNacional | JuntadePortavoces | MensajeALaNacion"
"@chullo_el","El Chullo®","Sagasti está buscando su libro de poemas #MensajeALaNación","1","1","4","1606182847000","24 Nov 2020","chullo_el/status/1331053452613611520","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@HF_Yuliana","Yuliana Judith HF👑","Exigimos que @FSagasti incluya en el #MensajeALaNación, la convocatoria a #ReferendumYa, para que el pueblo peruano decida sobre una #NuevaConstitución, en una #SegundaUrna.","1","0","1","1605560656000","16 Nov 2020","HF_Yuliana/status/1328443793234866176","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación | ReferendumYa | NuevaConstitución | SegundaUrna"
"@latendenciape","La Tendencia 🇵🇪","Ayer en un mensaje en punto de las 9, el presidente Sagasti; aparte de interrumpir la actuación de Kate Candela en #YoSoy, ofreció su primer #MensajeAlaNacion ... https://t.co/NdFbrjRhrO","1","0","1","1606264006000","25 Nov 2020","latendenciape/status/1331393859444760576","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","YoSoy | MensajeAlaNacion"
"@ChurreDePiura","Osler Adanaqué⚠️","Pdte. @FSagasti: El Gral. P.N.P César Augusto Cervantes Cárdenas es el nuevo jefe de la Policía Nacional del Perú. #Cervantes fue jefe de la Macro Región Policial de #Piura- Tumbes en 2018. 🇵🇪#MensajeALaNación","0","0","0","1606184137000","24 Nov 2020","ChurreDePiura/status/1331058863450238978","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Cervantes | Piura | MensajeALaNación"
"@lupe_mba","Mila B´Ab","Se disfruto escucharlo. #MensajeAlaNacion https://t.co/XBte2aihh5","0","0","0","1605654678000","17 Nov 2020","lupe_mba/status/1328838152732209156","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@agoustic","Agus Tín","¿Qué rayos son gerentes públicos? #Sagasti #FranciscoSagasti #MensajeALaNacion #Policia","0","0","0","1606183941000","24 Nov 2020","agoustic/status/1331058041245102080","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","Sagasti | FranciscoSagasti | MensajeALaNacion | Policia"
"@Buenkikyn","Enrique Ch. L","No voy a llorar, no lo haré. #MensajeAlaNacion https://t.co/etP2XWkaMG","0","0","0","1604975806000","10 Nov 2020","Buenkikyn/status/1325990754121101312","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@Frank56573232","hablemosypunto","Escucharon el #MensajeAlaNacion de @FSagasti agilizar procesos sera verdad eso ya que la hacen larga todo #Peru","0","0","0","1606185095000","24 Nov 2020","Frank56573232/status/1331062881325084672","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion | Peru"
"@mangcer","Manolito","#MensajeALaNacion ¿Tocarse los hombros, como saludo, es lo correcto? El nuevo Ministro d Salud, lo contestará o sino, golpe.","0","0","0","1605022919000","10 Nov 2020","mangcer/status/1326188363129495553","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
"@mide10no","Migueel 🔴⚪🔴","#MensajeAlaNacion a las 9","0","0","0","1604970703000","10 Nov 2020","mide10no/status/1325969351753797633","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeAlaNacion"
"@JesusPuertas","Jesús Puertas","Que feo tzeseo de este impresentable. #MensajeALaNación","0","0","0","1605460376000","15 Nov 2020","JesusPuertas/status/1328023191286059008","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNación"
"@mangcer","Manolito","#MensajeALaNacion Se despide d su ""familia"" congresal. Eso suena a k será un gobierno independiente.","0","0","0","1605024024000","10 Nov 2020","mangcer/status/1326192998246477825","https://twitter.com/search?q=MensajeAlaNacion%20since%3A2020-11-01&src=typed_query","MensajeALaNacion"
