DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLISTS INJURED,NUMBER OF CYCLISTS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
02/17/2016,16:15:00,QUEENS,11433.0,40.7015564,-73.79026529999999,"(40.7015564, -73.7902653)",MERRICK BOULEVARD,104 AVENUE,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/17/2016,17:55:00,BROOKLYN,11217.0,40.6853239,-73.9807025,"(40.6853239, -73.9807025)",ATLANTIC AVENUE,3 AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/17/2016,18:30:00,BROOKLYN,11205.0,40.6966756,-73.9575253,"(40.6966756, -73.9575253)",PARK AVENUE,SKILLMAN STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
02/16/2016,11:30:00,MANHATTAN,10012.0,40.722355,-73.99326090000002,"(40.722355, -73.9932609)",BOWERY,PRINCE STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/16/2016,11:36:00,MANHATTAN,10002.0,40.7130769,-73.98505909999999,"(40.7130769, -73.9850591)",MONTGOMERY STREET,MADISON STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
01/17/2016,16:49:00,BRONX,10454.0,40.8097792,-73.9223984,"(40.8097792, -73.9223984)",WILLIS AVENUE,EAST 139 STREET,,1,0,1,0,,,Lost Consciousness,,,,,UNKNOWN,,,,
02/16/2016,13:00:00,QUEENS,11368.0,40.7457675,-73.86420679999998,"(40.7457675, -73.8642068)",NATIONAL STREET,45 AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/16/2016,22:00:00,QUEENS,11366.0,40.72411629999999,-73.7967532,"(40.7241163, -73.7967532)",UNION TURNPIKE,172 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/16/2016,22:20:00,MANHATTAN,10023.0,40.778794,-73.9820547,"(40.778794, -73.9820547)",WEST 72 STREET,BROADWAY,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,VAN,TAXI,,,
09/11/2016,17:09:00,QUEENS,11432.0,40.7105734,-73.79049659999998,"(40.7105734, -73.7904966)",,,87-87     171 STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
02/23/2016,15:30:00,BROOKLYN,11234.0,40.6217782,-73.92039079999998,"(40.6217782, -73.9203908)",AVENUE M,EAST 57 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/11/2016,19:09:00,BROOKLYN,11217.0,40.6848568,-73.9780417,"(40.6848568, -73.9780417)",4 AVENUE,FLATBUSH AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,,,,
02/16/2016,07:30:00,MANHATTAN,10013.0,40.7214627,-74.0099173,"(40.7214627, -74.0099173)",GREENWICH STREET,HUBERT STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,LIVERY VEHICLE,,,
03/15/2016,17:00:00,BROOKLYN,11226.0,40.64094470000001,-73.948513,"(40.6409447, -73.948513)",NOSTRAND AVENUE,AVENUE D,,3,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2016,13:09:00,QUEENS,11355.0,40.7554882,-73.8247175,"(40.7554882, -73.8247175)",FRANKLIN AVENUE,KISSENA BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/09/2016,10:09:00,MANHATTAN,10001.0,40.7499094,-73.9914247,"(40.7499094, -73.9914247)",,,404       7 AVENUE,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,TAXI,,,,
02/15/2016,16:50:00,MANHATTAN,10022.0,40.7622874,-73.9702587,"(40.7622874, -73.9702587)",EAST 58 STREET,PARK AVENUE,,1,0,0,0,,,Lost Consciousness,Unspecified,,,,SMALL COM VEH(4 TIRES),OTHER,,,
01/02/2016,10:30:00,BROOKLYN,11209.0,40.6148138,-74.02940190000002,"(40.6148138, -74.0294019)",95 STREET,FORT HAMILTON PARKWAY,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
01/02/2016,12:00:00,MANHATTAN,10013.0,40.7227174,-74.0044483,"(40.7227174, -74.0044483)",GRAND STREET,THOMPSON STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,TAXI,,,
02/15/2016,23:00:00,QUEENS,11358.0,40.7625055,-73.80369329999998,"(40.7625055, -73.8036933)",162 STREET,CROCHERON AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/13/2016,16:20:00,BRONX,10452.0,40.8396059,-73.9181388,"(40.8396059, -73.9181388)",JEROME AVENUE,ELLIOT PLACE,,0,0,0,0,,,Failure to Yield Right-of-Way,Turning Improperly,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
02/19/2016,17:06:00,MANHATTAN,10017.0,40.7541542,-73.9803938,"(40.7541542, -73.9803938)",5 AVENUE,EAST 43 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/01/2016,14:45:00,BROOKLYN,11249.0,40.7178613,-73.96221949999997,"(40.7178613, -73.9622195)",WYTHE AVENUE,NORTH 4 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/14/2016,00:01:00,BROOKLYN,11249.0,40.7155295,-73.96641609999998,"(40.7155295, -73.9664161)",KENT AVENUE,SOUTH 1 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PASSENGER VEHICLE,UNKNOWN,,,
02/14/2016,00:05:00,MANHATTAN,10016.0,40.7464029,-73.9797248,"(40.7464029, -73.9797248)",EAST 34 STREET,LEXINGTON AVENUE,,0,0,0,0,,,Lost Consciousness,Prescription Medication,,,,TAXI,SPORT UTILITY / STATION WAGON,,,
01/01/2016,17:00:00,BROOKLYN,11230.0,40.6336439,-73.9639425,"(40.6336439, -73.9639425)",RUGBY ROAD,FOSTER AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,BICYCLE,,,
02/14/2016,10:40:00,MANHATTAN,10013.0,40.7208345,-73.9976551,"(40.7208345, -73.9976551)",BROOME STREET,CENTRE STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,LIVERY VEHICLE,TAXI,,,
02/18/2016,17:00:00,QUEENS,11354.0,40.7596798,-73.83234820000001,"(40.7596798, -73.8323482)",39 AVENUE,PRINCE STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/01/2016,09:45:00,BROOKLYN,11207.0,40.6618355,-73.8931046,"(40.6618355, -73.8931046)",PENNSYLVANIA AVENUE,NEW LOTS AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/18/2016,12:00:00,MANHATTAN,10013.0,40.7193963,-74.00188309999999,"(40.7193963, -74.0018831)",CANAL STREET,BROADWAY,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2016,14:00:00,BROOKLYN,11207.0,40.6759124,-73.8949099,"(40.6759124, -73.8949099)",ATLANTIC AVENUE,VERMONT STREET,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/18/2016,16:55:00,BROOKLYN,11207.0,40.6758144,-73.8958257,"(40.6758144, -73.8958257)",ATLANTIC AVENUE,NEW JERSEY AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/18/2016,17:35:00,BROOKLYN,11204.0,40.6134689,-73.9854488,"(40.6134689, -73.9854488)",21 AVENUE,68 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
08/30/2016,22:08:00,MANHATTAN,10024.0,40.78497520000001,-73.982638,"(40.7849752, -73.982638)",WEST 79 STREET,RIVERSIDE DRIVE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,BICYCLE,,,,
04/17/2016,13:24:00,BROOKLYN,11204.0,40.6178527,-73.9880665,"(40.6178527, -73.9880665)",65 STREET,19 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,BICYCLE,,,
04/17/2016,16:10:00,QUEENS,11357.0,40.79252750000001,-73.8102282,"(40.7925275, -73.8102282)",11 AVENUE,152 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/17/2016,16:40:00,MANHATTAN,10013.0,40.7203179,-74.0121683,"(40.7203179, -74.0121683)",WEST STREET,NORTH MOORE STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,OTHER,,,,
04/17/2016,17:00:00,BROOKLYN,11214.0,40.5923127,-73.991823,"(40.5923127, -73.991823)",HARWAY AVENUE,BAY 40 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/17/2016,17:20:00,BRONX,10457.0,40.8454106,-73.8911253,"(40.8454106, -73.8911253)",E TREMONT AVE,CROTONA AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/17/2016,17:35:00,MANHATTAN,10022.0,40.759625,-73.97007940000002,"(40.759625, -73.9700794)",EAST 55 STREET,LEXINGTON AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
02/06/2016,14:20:00,QUEENS,11432.0,40.7158065,-73.77392259999998,"(40.7158065, -73.7739226)",188 STREET,WEXFORD TERRACE,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/24/2016,16:08:00,BROOKLYN,11206.0,40.7081706,-73.95065770000002,"(40.7081706, -73.9506577)",SOUTH 3 STREET,UNION AVENUE,,2,0,1,0,,,Failure to Yield Right-of-Way,,,,,BICYCLE,,,,
04/17/2016,23:00:00,BROOKLYN,11207.0,40.6597021,-73.8785936,"(40.6597021, -73.8785936)",WORTMAN AVENUE,ASHFORD STREET,,3,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/17/2016,03:23:00,MANHATTAN,10014.0,40.7323186,-74.00166340000001,"(40.7323186, -74.0016634)",WEST 4 STREET,JONES STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/17/2016,07:10:00,MANHATTAN,10128.0,40.7872263,-73.95416329999998,"(40.7872263, -73.9541633)",MADISON AVENUE,EAST 96 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/16/2016,10:57:00,BRONX,10453.0,40.8466177,-73.9131062,"(40.8466177, -73.9131062)",,,1700 JEROME AVENUE,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/16/2016,12:30:00,BROOKLYN,11201.0,40.6859869,-73.99416240000002,"(40.6859869, -73.9941624)",,,234 COURT STREET,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,BICYCLE,,,
01/28/2016,11:45:00,QUEENS,11357.0,40.7908008,-73.82390579999998,"(40.7908008, -73.8239058)",PARSONS BOULEVARD,WHITESTONE EXPRESSWAY,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/28/2016,11:55:00,,,40.7085073,-73.8195304,"(40.7085073, -73.8195304)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,BUS,PASSENGER VEHICLE,,,
01/28/2016,12:30:00,QUEENS,11354.0,40.764651,-73.823484,"(40.764651, -73.823484)",PARSONS BOULEVARD,NORTHERN BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
01/28/2016,12:50:00,QUEENS,11362.0,40.7616905,-73.7328208,"(40.7616905, -73.7328208)",MARATHON PARKWAY,THORNHILL AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/28/2016,13:00:00,BRONX,10458.0,40.8630069,-73.8941768,"(40.8630069, -73.8941768)",EAST KINGSBRIDGE ROAD,BRIGGS AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/28/2016,13:04:00,BROOKLYN,11214.0,40.6014422,-74.0015449,"(40.6014422, -74.0015449)",BATH AVENUE,20 AVENUE,,0,1,0,1,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/16/2016,15:30:00,QUEENS,11432.0,40.7043282,-73.79770440000001,"(40.7043282, -73.7977044)",JAMAICA AVENUE,162 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/16/2016,15:31:00,MANHATTAN,10003.0,40.7345334,-73.99226740000002,"(40.7345334, -73.9922674)",UNIVERSITY PLACE,EAST 13 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/28/2016,14:00:00,QUEENS,11373.0,40.74331160000001,-73.8745041,"(40.7433116, -73.8745041)",43 AVENUE,91 PLACE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
01/28/2016,15:00:00,,,40.5511662,-74.2183646,"(40.5511662, -74.2183646)",,,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/28/2016,15:30:00,BROOKLYN,11221.0,40.6953519,-73.9163145,"(40.6953519, -73.9163145)",GATES AVENUE,WILSON AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,OTHER,OTHER,,,
01/28/2016,15:35:00,MANHATTAN,10003.0,40.7360047,-73.9936167,"(40.7360047, -73.9936167)",EAST 14 STREET,5 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,SPORT UTILITY / STATION WAGON,VAN,,,
01/28/2016,16:30:00,MANHATTAN,10001.0,40.7453835,-73.9947093,"(40.7453835, -73.9947093)",WEST 25 STREET,7 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,VAN,,,,
01/28/2016,16:30:00,QUEENS,11373.0,40.7393958,-73.8779179,"(40.7393958, -73.8779179)",BROADWAY,CORONA AVENUE,,1,0,0,0,,,Lost Consciousness,Unspecified,,,,TAXI,PASSENGER VEHICLE,,,
01/28/2016,16:55:00,MANHATTAN,10014.0,40.72885460000001,-74.0052677,"(40.7288546, -74.0052677)",VARICK STREET,DOWNING STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/16/2016,19:00:00,BROOKLYN,11203.0,40.6538055,-73.9306058,"(40.6538055, -73.9306058)",LINDEN BOULEVARD,UTICA AVENUE,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
04/16/2016,19:25:00,MANHATTAN,10036.0,40.75782810000001,-73.9930696,"(40.7578281, -73.9930696)",WEST 41 STREET,9 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,VAN,,,
01/28/2016,18:05:00,MANHATTAN,10019.0,40.7703138,-73.9914004,"(40.7703138, -73.9914004)",11 AVENUE,WEST 57 STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,OTHER,PASSENGER VEHICLE,,,
04/16/2016,21:10:00,BROOKLYN,11210.0,40.6277516,-73.93461740000002,"(40.6277516, -73.9346174)",AVENUE J,EAST 43 STREET,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/28/2016,18:30:00,BRONX,10467.0,40.859593,-73.86558670000002,"(40.859593, -73.8655867)",HOLLAND AVENUE,ASTOR AVENUE,,2,0,2,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
01/28/2016,19:00:00,BROOKLYN,11222.0,40.7330316,-73.95472740000002,"(40.7330316, -73.9547274)",MANHATTAN AVENUE,HURON STREET,,3,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,TAXI,TAXI,,,
01/28/2016,19:25:00,MANHATTAN,10029.0,40.7892055,-73.95481559999998,"(40.7892055, -73.9548156)",5 AVENUE,EAST 98 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,OTHER,,,
01/28/2016,19:30:00,BROOKLYN,11201.0,40.6921205,-73.98434259999998,"(40.6921205, -73.9843426)",WILLOUGHBY STREET,DUFFIELD STREET,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,PICK-UP TRUCK,PASSENGER VEHICLE,,,
01/28/2016,20:15:00,MANHATTAN,10023.0,40.7704805,-73.98385490000003,"(40.7704805, -73.9838549)",WEST 61 STREET,COLUMBUS AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,LIVERY VEHICLE,TAXI,,,
01/28/2016,22:00:00,BROOKLYN,11231.0,40.6762705,-74.00319420000002,"(40.6762705, -74.0031942)",WEST 9 STREET,HENRY STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
01/28/2016,22:55:00,QUEENS,11374.0,40.7264661,-73.8594187,"(40.7264661, -73.8594187)",WETHEROLE STREET,65 ROAD,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
01/28/2016,07:20:00,QUEENS,11101.0,40.7530792,-73.9371689,"(40.7530792, -73.9371689)",40 AVENUE,27 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/16/2016,09:20:00,QUEENS,11355.0,40.7563194,-73.8336777,"(40.7563194, -73.8336777)",COLLEGE POINT BOULEVARD,41 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
01/28/2016,08:45:00,BROOKLYN,11236.0,40.6493874,-73.9084007,"(40.6493874, -73.9084007)",EAST 96 STREET,AVENUE D,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
01/27/2016,10:00:00,BROOKLYN,11211.0,40.71390039999999,-73.9616807,"(40.7139004, -73.9616807)",SOUTH 1 STREET,BEDFORD AVENUE,,0,0,0,0,,,Lost Consciousness,Unspecified,,,,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
01/27/2016,10:00:00,QUEENS,11356.0,40.7816842,-73.84593829999999,"(40.7816842, -73.8459383)",COLLEGE POINT BOULEVARD,20 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,VAN,,,
01/27/2016,10:40:00,MANHATTAN,10013.0,40.7184302,-74.0005303,"(40.7184302, -74.0005303)",CANAL STREET,LAFAYETTE STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
04/15/2016,19:45:00,MANHATTAN,10011.0,40.74283079999999,-74.00769749999998,"(40.7428308, -74.0076975)",10 AVENUE,WEST 15 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/15/2016,19:45:00,BROOKLYN,11220.0,40.6481525,-74.0108218,"(40.6481525, -74.0108218)",4 AVENUE,47 STREET,,2,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/15/2016,09:20:00,BRONX,10472.0,40.8305695,-73.8796478,"(40.8305695, -73.8796478)",,,1289 ELDER AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2016,00:30:00,,,40.7151811,-73.95195809999998,"(40.7151811, -73.9519581)",UNION STREET,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/14/2016,13:33:00,MANHATTAN,10018.0,40.7521181,-73.9835309,"(40.7521181, -73.9835309)",,,35 WEST 39 STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2016,18:11:00,MANHATTAN,10023.0,40.7717319,-73.98295920000002,"(40.7717319, -73.9829592)",WEST 63 STREET,COLUMBUS AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,BICYCLE,,,
04/13/2016,00:05:00,MANHATTAN,10017.0,40.7523789,-73.9703425,"(40.7523789, -73.9703425)",EAST 46 STREET,2 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,22:30:00,QUEENS,11355.0,40.7483564,-73.82052440000002,"(40.7483564, -73.8205244)",COLDEN STREET,KALMIA AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/13/2016,09:20:00,QUEENS,11378.0,40.7244428,-73.9151054,"(40.7244428, -73.9151054)",56 DRIVE,56 ROAD,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,16:00:00,BROOKLYN,11203.0,40.6385252,-73.9260638,"(40.6385252, -73.9260638)",KINGS HIGHWAY,FARRAGUT ROAD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,07:57:00,BROOKLYN,11208.0,40.66834470000001,-73.8587049,"(40.6683447, -73.8587049)",LORING AVENUE,EMERALD STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,08:00:00,MANHATTAN,10010.0,40.7397825,-73.9795031,"(40.7397825, -73.9795031)",2 AVENUE,EAST 26 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,08:00:00,QUEENS,11361.0,40.7570637,-73.7701225,"(40.7570637, -73.7701225)",,,211-45 46 ROAD,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/11/2016,10:30:00,BROOKLYN,11206.0,40.7069193,-73.9397155,"(40.7069193, -73.9397155)",BUSHWICK AVENUE,JOHNSON AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
04/11/2016,10:30:00,BROOKLYN,11206.0,40.6959501,-73.9376302,"(40.6959501, -73.9376302)",VERNON AVENUE,LEWIS AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,OTHER,,,
04/11/2016,14:25:00,QUEENS,11375.0,40.73108610000001,-73.8532607,"(40.7310861, -73.8532607)",102 STREET,64 ROAD,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/11/2016,15:20:00,BROOKLYN,11207.0,40.6703265,-73.88877240000002,"(40.6703265, -73.8887724)",HENDRIX STREET,SUTTER AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/11/2016,15:45:00,MANHATTAN,10001.0,40.7517512,-74.0079259,"(40.7517512, -74.0079259)",12 AVENUE,WEST 26 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/11/2016,06:04:00,,,40.7169595,-73.8265455,"(40.7169595, -73.8265455)",,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,Lost Consciousness,,,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/11/2016,09:10:00,QUEENS,11366.0,40.7214619,-73.8045285,"(40.7214619, -73.8045285)",164 STREET,UNION TURNPIKE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,16:00:00,QUEENS,11420.0,40.6662431,-73.8183267,"(40.6662431, -73.8183267)",150 AVENUE,122 PLACE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/10/2016,17:00:00,BROOKLYN,11210.0,40.6318384,-73.944629,"(40.6318384, -73.944629)",AVENUE H,NEW YORK AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
