DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLISTS INJURED,NUMBER OF CYCLISTS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/08/2016,12:11:00,QUEENS,11432.0,40.7117666,-73.7900997,"(40.7117666, -73.7900997)",,,172-01    HILLSIDE AVENUE,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,SPORT UTILITY / STATION WAGON,,,,
04/13/2016,11:15:00,BROOKLYN,11221.0,40.6904835,-73.939532,"(40.6904835, -73.939532)",MARCUS GARVEY BOULEVARD,VAN BUREN STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,11:30:00,BRONX,10451.0,40.8176833,-73.9297449,"(40.8176833, -73.9297449)",GERARD AVENUE,EAST 146 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,11:56:00,STATEN ISLAND,10312.0,40.5404466,-74.1649971,"(40.5404466, -74.1649971)",OAKDALE STREET,PRESTON AVENUE,,4,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,12:30:00,MANHATTAN,10039.0,40.8284993,-73.9377806,"(40.8284993, -73.9377806)",8 AVENUE,WEST 154 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/13/2016,12:30:00,STATEN ISLAND,10304.0,40.627166,-74.0759411,"(40.627166, -74.0759411)",BAY STREET,WATER STREET,,1,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,BICYCLE,,,
04/13/2016,13:00:00,BROOKLYN,11235.0,40.5861291,-73.9501034,"(40.5861291, -73.9501034)",VOORHIES AVENUE,EAST 19 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/08/2016,14:11:00,BROOKLYN,11210.0,40.6274006,-73.94028809999998,"(40.6274006, -73.9402881)",AVENUE J,EAST 37 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,13:10:00,MANHATTAN,10022.0,40.7580073,-73.9662395,"(40.7580073, -73.9662395)",EAST 55 STREET,2 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
04/13/2016,13:15:00,BROOKLYN,11206.0,40.6928249,-73.9451878,"(40.6928249, -73.9451878)",,,152 PULASKI STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,13:30:00,BROOKLYN,11223.0,40.5978331,-73.965485,"(40.5978331, -73.965485)",OCEAN PARKWAY,AVENUE U,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,13:30:00,MANHATTAN,10017.0,40.7522355,-73.9797122,"(40.7522355, -73.9797122)",,,300 MADISON AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
04/13/2016,13:30:00,QUEENS,11354.0,40.7627471,-73.8332862,"(40.7627471, -73.8332862)",NORTHERN BOULEVARD,PRINCE STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,13:43:00,BRONX,10457.0,40.8475785,-73.90632059999999,"(40.8475785, -73.9063206)",EAST 176 STREET,MONROE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,13:50:00,MANHATTAN,10016.0,40.7466142,-73.97955879999998,"(40.7466142, -73.9795588)",,,243 LEXINGTON AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
04/13/2016,13:50:00,STATEN ISLAND,10312.0,40.5404466,-74.1649971,"(40.5404466, -74.1649971)",OAKDALE STREET,PRESTON AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/08/2016,16:11:00,QUEENS,11413.0,40.675214200000006,-73.73779259999998,"(40.6752142, -73.7377926)",232 STREET,MERRICK BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,BICYCLE,,,
11/08/2016,16:11:00,BROOKLYN,11205.0,40.6920474,-73.9641814,"(40.6920474, -73.9641814)",,,195       WILLOUGHBY AVENUE,1,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,BICYCLE,,,
11/08/2016,16:11:00,QUEENS,11379.0,40.7194601,-73.8911615,"(40.7194601, -73.8911615)",69 STREET,ELIOT AVENUE,,2,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,14:25:00,BROOKLYN,11207.0,40.6585778,-73.89062290000003,"(40.6585778, -73.8906229)",LINDEN BOULEVARD,PENNSYLVANIA AVENUE,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/13/2016,15:15:00,MANHATTAN,10024.0,40.7872228,-73.9679255,"(40.7872228, -73.9679255)",CENTRAL PARK WEST,WEST 89 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,15:50:00,QUEENS,11101.0,40.753996,-73.9424305,"(40.753996, -73.9424305)",21 STREET,41 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,16:30:00,BRONX,10456.0,40.829413,-73.9194883,"(40.829413, -73.9194883)",,,1011 SHERIDAN AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/13/2016,16:40:00,BROOKLYN,11226.0,40.6501171,-73.9607803,"(40.6501171, -73.9607803)",,,2011 CHURCH AVENUE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,16:45:00,BROOKLYN,11214.0,40.5985519,-73.9973389,"(40.5985519, -73.9973389)",BAY PARKWAY,BATH AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,17:00:00,BROOKLYN,11235.0,40.5902941,-73.9528583,"(40.5902941, -73.9528583)",AVENUE Y,EAST 17 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,17:00:00,MANHATTAN,10014.0,40.7423751,-74.00879090000002,"(40.7423751, -74.0087909)",11 AVENUE,WEST 14 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,17:10:00,BROOKLYN,11201.0,40.696131,-73.9871041,"(40.696131, -73.9871041)",TILLARY STREET,JAY STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,18:00:00,BROOKLYN,11203.0,40.6572811,-73.9473543,"(40.6572811, -73.9473543)",NEW YORK AVENUE,WINTHROP STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,18:00:00,BROOKLYN,11229.0,40.6086739,-73.95439040000002,"(40.6086739, -73.9543904)",QUENTIN ROAD,EAST 19 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,18:30:00,BROOKLYN,11206.0,40.7006025,-73.9430031,"(40.7006025, -73.9430031)",,,741 FLUSHING AVENUE,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,MOTORCYCLE,PASSENGER VEHICLE,,,
11/08/2016,19:11:00,STATEN ISLAND,10312.0,40.5540863,-74.1927507,"(40.5540863, -74.1927507)",ARDEN AVENUE,NEDRA LANE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,BICYCLE,,,
04/13/2016,18:35:00,BROOKLYN,11208.0,40.6799921,-73.8844767,"(40.6799921, -73.8844767)",,,2986 FULTON STREET,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,19:15:00,BROOKLYN,11229.0,40.6091307,-73.95740450000002,"(40.6091307, -73.9574045)",KINGS HIGHWAY,EAST 16 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,19:30:00,BRONX,10454.0,40.8045949,-73.9190488,"(40.8045949, -73.9190488)",MAJOR DEEGAN EXPRESSWAY,SAINT ANNS AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,19:30:00,MANHATTAN,10029.0,40.7892055,-73.95481559999998,"(40.7892055, -73.9548156)",5 AVENUE,EAST 98 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,AMBULANCE,,,
04/13/2016,19:30:00,STATEN ISLAND,10305.0,40.5842015,-74.09471040000003,"(40.5842015, -74.0947104)",HYLAN BOULEVARD,NAUGHTON AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,MOTORCYCLE,,,
04/13/2016,19:50:00,BROOKLYN,11239.0,40.6492737,-73.8725692,"(40.6492737, -73.8725692)",,,339 GATEWAY DRIVE,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,20:15:00,BROOKLYN,11215.0,40.6652149,-73.9763324,"(40.6652149, -73.9763324)",PROSPECT PARK WEST,8 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/08/2016,07:11:00,QUEENS,11365.0,40.7454305,-73.7837935,"(40.7454305, -73.7837935)",56 AVENUE,194 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/13/2016,06:30:00,BROOKLYN,11236.0,40.6488172,-73.9092916,"(40.6488172, -73.9092916)",AVENUE D,EAST 95 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,07:15:00,QUEENS,11355.0,40.7523184,-73.8323919,"(40.7523184, -73.8323919)",AVERY AVENUE,COLLEGE POINT BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,08:00:00,BROOKLYN,11207.0,40.6756735,-73.8978448,"(40.6756735, -73.8978448)",ATLANTIC AVENUE,SHEFFIELD AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,
04/13/2016,08:10:00,BROOKLYN,11214.0,40.5995208,-73.9987504,"(40.5995208, -73.9987504)",BATH AVENUE,BAY 28 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,08:19:00,BRONX,10454.0,40.8071531,-73.90820529999998,"(40.8071531, -73.9082053)",EAST 142 STREET,SOUTHERN BOULEVARD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,08:24:00,QUEENS,11101.0,40.7436445,-73.9404473,"(40.7436445, -73.9404473)",27 STREET,47 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,SMALL COM VEH(4 TIRES),,,,
04/13/2016,08:30:00,STATEN ISLAND,10312.0,40.5416555,-74.1660903,"(40.5416555, -74.1660903)",AMBOY ROAD,PRESTON AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,08:37:00,BRONX,10454.0,40.8035936,-73.9197796,"(40.8035936, -73.9197796)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/13/2016,09:21:00,,,40.7079682,-73.9997427,"(40.7079682, -73.9997427)",,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,09:32:00,BRONX,10458.0,40.8618712,-73.8917708,"(40.8618712, -73.8917708)",EAST FORDHAM ROAD,DECATUR AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
11/07/2016,11:11:00,BROOKLYN,11230.0,40.6126538,-73.96185759999999,"(40.6126538, -73.9618576)",EAST 12 STREET,AVENUE O,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/13/2016,09:50:00,STATEN ISLAND,10309.0,40.5077536,-74.2300632,"(40.5077536, -74.2300632)",HYLAN BOULEVARD,PAGE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/13/2016,09:50:00,,,40.5709761,-74.1904078,"(40.5709761, -74.1904078)",EDWARD CURRY AVENUE,,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,10:00:00,BRONX,10454.0,40.8069734,-73.9173662,"(40.8069734, -73.9173662)",,,240 SAINT ANNS AVENUE,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,OTHER,PASSENGER VEHICLE,,,
04/12/2016,10:55:00,BRONX,10465.0,40.8245695,-73.83909670000001,"(40.8245695, -73.8390967)",BRUSH AVENUE,LAFAYETTE AVENUE,,0,0,0,0,,,Lost Consciousness,,,,,PASSENGER VEHICLE,,,,
04/12/2016,11:00:00,QUEENS,11432.0,40.7130206,-73.7914015,"(40.7130206, -73.7914015)",KINGSTON PLACE,HIGHLAND AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,11:30:00,MANHATTAN,10006.0,40.7076833,-74.0156791,"(40.7076833, -74.0156791)",WEST STREET,WEST THAMES STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/12/2016,11:30:00,BROOKLYN,11204.0,40.616555,-73.9965818,"(40.616555, -73.9965818)",17 AVENUE,72 STREET,,2,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,11:35:00,BROOKLYN,11201.0,40.6920583,-73.99347309999997,"(40.6920583, -73.9934731)",,,133 CLINTON STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,MOTORCYCLE,PASSENGER VEHICLE,,,
04/12/2016,11:45:00,BROOKLYN,11211.0,40.7140618,-73.9529114,"(40.7140618, -73.9529114)",RODNEY STREET,METROPOLITAN AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
04/12/2016,11:55:00,MANHATTAN,10029.0,40.7893076,-73.94339659999999,"(40.7893076, -73.9433966)",EAST 104 STREET,2 AVENUE,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,OTHER,,,,
04/12/2016,12:09:00,MANHATTAN,10036.0,40.7561391,-73.9831689,"(40.7561391, -73.9831689)",WEST 44 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/12/2016,12:15:00,QUEENS,11354.0,40.765057,-73.81292009999999,"(40.765057, -73.8129201)",NORTHERN BOULEVARD,MURRAY STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PICK-UP TRUCK,,,,
04/12/2016,12:20:00,BROOKLYN,11211.0,40.7120613,-73.9473651,"(40.7120613, -73.9473651)",LEONARD STREET,POWERS STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,OTHER,,,
11/07/2016,14:11:00,QUEENS,11364.0,40.74714779999999,-73.77753349999998,"(40.7471478, -73.7775335)",FRANCIS LEWIS BOULEVARD,56 AVENUE,,2,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/07/2016,14:11:00,QUEENS,11419.0,40.68272279999999,-73.82910559999998,"(40.6827228, -73.8291056)",107 AVENUE,112 STREET,,2,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/07/2016,15:11:00,BRONX,10459.0,40.8209989,-73.89689190000001,"(40.8209989, -73.8968919)",EAST 163 STREET,INTERVALE AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,,,,,
04/12/2016,13:50:00,BROOKLYN,11204.0,40.6172885,-73.9778514,"(40.6172885, -73.9778514)",59 STREET,BAY PARKWAY,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,13:55:00,MANHATTAN,10012.0,40.7206259,-73.99497109999999,"(40.7206259, -73.9949711)",KENMARE STREET,ELIZABETH STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,14:30:00,BROOKLYN,11226.0,40.6407075,-73.9523759,"(40.6407075, -73.9523759)",AVENUE D,EAST 26 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,14:30:00,QUEENS,11428.0,40.7249753,-73.7322861,"(40.7249753, -73.7322861)",224 STREET,EDMORE AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,16:00:00,QUEENS,11361.0,40.7540907,-73.78113420000003,"(40.7540907, -73.7811342)",46 ROAD,FRANCIS LEWIS BOULEVARD,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/25/2016,06:10:00,BROOKLYN,11207.0,40.6737143,-73.8924475,"(40.6737143, -73.8924475)",GLENMORE AVENUE,BRADFORD STREET,,3,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/12/2016,16:10:00,BROOKLYN,11205.0,40.6888813,-73.9600039,"(40.6888813, -73.9600039)",CLASSON AVENUE,LAFAYETTE AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
11/07/2016,16:11:00,QUEENS,11360.0,40.7793235,-73.775599,"(40.7793235, -73.775599)",BELL BOULEVARD,24 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
04/12/2016,16:17:00,BROOKLYN,11229.0,40.604551,-73.94751109999999,"(40.604551, -73.9475111)",AVENUE S,BEDFORD AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,VAN,PASSENGER VEHICLE,,,
04/12/2016,16:35:00,QUEENS,11373.0,40.7378744,-73.87718819999998,"(40.7378744, -73.8771882)",,,86-26 BROADWAY,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/12/2016,17:01:00,BROOKLYN,11215.0,40.6709017,-73.99684930000002,"(40.6709017, -73.9968493)",HAMILTON PLACE,13 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
10/24/2016,08:10:00,QUEENS,11360.0,40.7733668,-73.78103109999998,"(40.7733668, -73.7810311)",KENNEDY STREET,30 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Unspecified,,,,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/12/2016,17:20:00,BROOKLYN,11228.0,40.6231333,-74.0152413,"(40.6231333, -74.0152413)",10 AVENUE,77 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,17:30:00,MANHATTAN,10001.0,40.7465803,-73.99755309999998,"(40.7465803, -73.9975531)",WEST 25 STREET,8 AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,18:00:00,QUEENS,11385.0,40.7012804,-73.8816772,"(40.7012804, -73.8816772)",69 PLACE,COOPER AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,18:15:00,BROOKLYN,11226.0,40.6433316,-73.9597285,"(40.6433316, -73.9597285)",OCEAN AVENUE,CORTELYOU ROAD,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,15:45:00,BROOKLYN,11203.0,40.6516058,-73.93329659999998,"(40.6516058, -73.9332966)",CHURCH AVENUE,SCHENECTADY AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/07/2016,15:45:00,BROOKLYN,11213.0,40.6755606,-73.9402558,"(40.6755606, -73.9402558)",,,1338 BERGEN STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/07/2016,21:11:00,MANHATTAN,10032.0,40.840953000000006,-73.9394712,"(40.840953, -73.9394712)",SAINT NICHOLAS AVENUE,WEST 168 STREET,,1,0,1,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/12/2016,19:15:00,QUEENS,11368.0,40.7389656,-73.85272370000001,"(40.7389656, -73.8527237)",,,59-30 108 STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,19:30:00,BROOKLYN,11234.0,40.6268219,-73.92670720000002,"(40.6268219, -73.9267072)",FLATLANDS AVENUE,EAST 51 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,,,,
04/12/2016,19:45:00,BROOKLYN,11209.0,40.613927,-74.03016509999998,"(40.613927, -74.0301651)",FORT HAMILTON PARKWAY,97 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,20:42:00,BROOKLYN,11203.0,40.6449749,-73.9209829,"(40.6449749, -73.9209829)",CLARENDON ROAD,EAST 59 STREET,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,22:00:00,BROOKLYN,11220.0,40.6397622,-74.03558879999999,"(40.6397622, -74.0355888)",SHORE ROAD,68 STREET,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,22:26:00,MANHATTAN,10022.0,40.7599831,-73.96480179999998,"(40.7599831, -73.9648018)",EAST 58 STREET,2 AVENUE,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,23:22:00,,,40.7665729,-73.888456,"(40.7665729, -73.888456)",82 STREET,,,0,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/07/2016,09:11:00,BROOKLYN,11211.0,40.7114813,-73.9455945,"(40.7114813, -73.9455945)",GRAND STREET,MANHATTAN AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
04/12/2016,06:50:00,QUEENS,11361.0,40.7586802,-73.7755711,"(40.7586802, -73.7755711)",NORTHERN BOULEVARD,208 STREET,,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,,,,
04/12/2016,08:40:00,QUEENS,11429.0,40.70828820000001,-73.7423804,"(40.7082882, -73.7423804)",215 STREET,110 AVENUE,,1,0,0,0,,,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,09:09:00,MANHATTAN,10010.0,40.740447,-73.9811088,"(40.740447, -73.9811088)",,,212 EAST 26 STREET,0,0,0,0,,,Lost Consciousness,Lost Consciousness,,,,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2016,09:30:00,BRONX,10468.0,40.86004129999999,-73.9086095,"(40.8600413, -73.9086095)",WEST 183 STREET,ANDREWS AVENUE,,0,0,0,0,,,Failure to Yield Right-of-Way,,,,,PASSENGER VEHICLE,,,,
